timestamp,event_type,details
Thu Apr 16 15:55:22 2026,run_start,"map:BasicArena,run:68"
Thu Apr 16 15:55:38 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:55:38 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:10 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:10 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:11 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:11 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:11 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:12 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:12 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:12 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:13 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:13 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:13 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:14 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:14 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:14 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:15 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:15 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:15 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:16 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:16 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:16 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:17 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:17 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:17 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:18 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:18 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:18 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:19 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:19 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:19 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:20 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:20 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:20 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:21 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:21 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:21 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:22 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:22 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:22 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:23 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:23 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:23 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:24 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:24 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:24 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:25 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:25 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:25 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:26 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:26 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:26 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:27 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:27 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:27 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:28 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:28 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:28 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:29 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:29 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:29 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:30 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:30 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:30 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:31 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:31 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:31 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:32 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:32 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:32 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:33 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:33 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:33 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:34 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:34 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:34 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:35 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:35 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:35 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:36 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:36 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:36 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:37 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:37 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:37 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:38 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:38 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:38 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:39 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:39 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:39 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:40 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:40 2026,Obstacle_Detected,Forward obstacle at 0.00 m
Thu Apr 16 15:56:40 2026,Obstacle_Detected,Forward obstacle at 0.00 m
